"Length","Width","Height","etiqueta"
4.1,4.1,4.7,"Cubo"
4.1,4.8,10.4,"Cubo"
4.1,6.3,11.3,"Desco"
4.1,4.1,4.7,"Cubo"
4.1,4.1,9.7,"Cubo"
4.1,6.1,13.3,"Cubo"
4.1,4.3,6.2,"Cubo"
4.1,6.2,9.4,"Desco"
4.1,6.3,9.7,"Desco"
4.1,6.2,9.3,"Desco"
4.1,10.7,12.7,"Pizza"
4.1,7.7,15.2,"Desco"
4.1,5.7,12.1,"Cubo"
4.1,10.7,12.7,"Pizza"
4.1,7.7,15.2,"Desco"
4.1,5.7,12.1,"Cubo"
4.1,9.5,10.8,"Pizza"
4.1,9.5,10.8,"Pizza"
4.1,8.5,12.9,"Pizza"
4.1,9.1,10.2,"Pizza"
4.1,4.1,4.9,"Cubo"
4.1,4.1,5.5,"Cubo"
4.1,8.5,12.4,"Pizza"
4.1,4.3,13.3,"Cubo"
4.1,7.6,15.6,"Desco"
4.1,4.1,5.5,"Cubo"
4.1,4.3,13.3,"Cubo"
4.1,5.1,13.9,"Cubo"
4.2,8.2,9.8,"Desco"
4.2,4.7,6.6,"Cubo"
4.2,6.7,11.6,"Desco"
4.2,8.8,11.4,"Pizza"
4.2,4.4,8.6,"Cubo"
4.2,10.5,10.5,"Pizza"
4.2,4.3,5.6,"Cubo"
4.2,4.2,5.3,"Cubo"
4.2,5.9,11.9,"Cubo"
4.2,4.2,5.3,"Cubo"
4.2,5.9,11.9,"Cubo"
4.2,4.2,11.8,"Cubo"
4.2,8.8,12,"Pizza"
4.2,6.8,7.8,"Desco"
4.2,5.9,15.4,"Cubo"
4.2,9.3,15,"Pizza"
4.2,9.3,15,"Pizza"
4.2,4.5,6.6,"Cubo"
4.2,5.7,10.9,"Cubo"
4.2,5.7,10.8,"Cubo"
4.2,4.3,13.4,"Cubo"
4.2,7.4,7.7,"Desco"
4.2,6.5,10.8,"Desco"
4.2,12.8,15.4,"Pizza"
4.2,7.8,10.8,"Desco"
4.2,8.8,9,"Pizza"
4.2,4.6,12,"Cubo"
4.2,4.3,13.4,"Cubo"
4.2,5.5,6.4,"Cubo"
4.3,5.4,12.7,"Cubo"
4.3,7.9,15.3,"Desco"
4.3,6.1,7.6,"Cubo"
4.3,7.9,15.3,"Desco"
4.3,5.3,8.4,"Cubo"
4.3,7.6,8.7,"Desco"
4.3,11.2,13.8,"Pizza"
4.3,4.5,6.1,"Cubo"
4.3,5.4,6.5,"Cubo"
4.3,10,15.6,"Pizza"
4.3,5.4,6.5,"Cubo"
4.3,10,15.6,"Pizza"
4.3,7.1,14.6,"Desco"
4.3,6.5,9.4,"Desco"
4.3,7,8.9,"Desco"
4.3,4.3,4.4,"Cubo"
4.3,4.4,5.6,"Cubo"
4.3,5.5,11,"Cubo"
4.3,4.3,4.4,"Cubo"
4.3,7.9,15.6,"Desco"
4.3,4.3,4.3,"Cubo"
4.3,6.3,13,"Cubo"
4.3,7.7,10.8,"Desco"
4.3,9.8,12.6,"Pizza"
4.3,4.3,4.3,"Cubo"
4.3,6.1,7.6,"Cubo"
4.3,10.5,13.5,"Pizza"
4.3,10.5,13.5,"Pizza"
4.3,5.5,8.7,"Cubo"
4.3,9.4,9.8,"Pizza"
4.3,9.8,11.9,"Pizza"
4.3,9.4,9.8,"Pizza"
4.3,11,11.4,"Pizza"
4.3,5.4,6.1,"Cubo"
4.3,6.1,9.6,"Cubo"
4.3,7.9,11.7,"Desco"
4.3,6.7,10,"Desco"
4.4,4.4,13.1,"Cubo"
4.4,7.8,9.4,"Desco"
4.4,7.9,15.4,"Desco"
4.4,10,10.8,"Pizza"
4.4,10,10.6,"Pizza"
4.4,10.1,10.7,"Pizza"
4.4,5.6,12.9,"Cubo"
4.4,5.6,12.9,"Cubo"
4.4,5.4,6.6,"Cubo"
4.4,5.3,6.8,"Cubo"
4.4,5.6,12.9,"Cubo"
4.4,5.4,6.6,"Cubo"
4.4,5.3,6.8,"Cubo"
4.4,5.4,6.6,"Cubo"
4.4,6.4,10,"Cubo"
4.4,6.8,15.9,"Desco"
4.4,5.8,9,"Cubo"
4.4,5.4,13,"Cubo"
4.4,8.1,8.8,"Desco"
4.4,7.4,8.6,"Desco"
4.4,5.4,7.1,"Cubo"
4.4,7.1,10.6,"Desco"
4.4,6.6,9.2,"Cubo"
4.4,7.1,10.6,"Desco"
4.4,6.6,9.2,"Cubo"
4.4,6.6,9.1,"Cubo"
4.4,8.8,12.4,"Desco"
4.4,6.1,9.4,"Cubo"
4.4,6.1,9.5,"Cubo"
4.4,6.1,9.4,"Cubo"
4.4,5.2,14.9,"Cubo"
4.4,5.7,15.9,"Cubo"
4.4,5,7.6,"Cubo"
4.4,11.3,11.6,"Pizza"
4.4,5.6,16.5,"Cubo"
4.4,5.7,16.5,"Cubo"
4.4,5.6,16.5,"Cubo"
4.4,4.6,14.3,"Cubo"
4.4,5.3,10.1,"Cubo"
4.4,6.7,12.1,"Desco"
4.4,4.4,15.1,"Cubo"
4.4,4.5,15.1,"Cubo"
4.4,7.9,15.4,"Desco"
4.4,7.9,15.4,"Desco"
4.4,4.5,7.5,"Cubo"
4.4,6.5,9.1,"Cubo"
4.4,6.3,11.1,"Cubo"
4.4,7.3,9.9,"Desco"
4.4,10.4,11.8,"Pizza"
4.4,9.1,12.4,"Pizza"
4.4,4.7,8.6,"Cubo"
4.5,12.4,13.2,"Pizza"
4.5,12.4,13.2,"Pizza"
4.5,12.4,13.2,"Pizza"
4.5,6.9,15.6,"Desco"
4.5,7.6,15.6,"Desco"
4.5,6.3,9.1,"Cubo"
4.5,6.1,6.2,"Cubo"
4.5,9.1,12.1,"Desco"
4.5,5.8,9.5,"Cubo"
4.5,9.1,12.1,"Desco"
4.5,5.3,7.4,"Cubo"
4.5,5.8,9.5,"Cubo"
4.5,4.6,7.7,"Cubo"
4.5,6.5,9.4,"Cubo"
4.5,6.5,9.4,"Cubo"
4.5,4.7,14.3,"Cubo"
4.5,6.9,8.7,"Desco"
4.5,6.1,6.2,"Cubo"
4.5,6.9,8.7,"Desco"
4.5,5.6,16.4,"Cubo"
4.5,4.6,7.8,"Cubo"
4.5,4.7,7.1,"Cubo"
4.5,6.2,11.5,"Cubo"
4.5,8.9,12.2,"Desco"
4.5,5.7,9.2,"Cubo"
4.5,8.9,12.2,"Desco"
4.5,6.3,9.2,"Cubo"
4.5,6.3,9.2,"Cubo"
4.5,5.6,13.9,"Cubo"
4.5,6,8.9,"Cubo"
4.5,5.3,5.5,"Cubo"
4.5,4.7,4.9,"Cubo"
4.5,4.5,6.5,"Cubo"
4.5,4.6,6.4,"Cubo"
4.5,5.7,14.5,"Cubo"
4.5,7.7,11.6,"Desco"
4.5,9.2,12.2,"Desco"
4.5,7.3,11.6,"Desco"
4.5,4.7,8.6,"Cubo"
4.5,9.3,12.2,"Pizza"
4.6,4.7,14.8,"Cubo"
4.6,10.5,17.4,"Pizza"
4.6,10.5,17.4,"Pizza"
4.6,4.6,14.8,"Cubo"
4.6,6.2,6.3,"Cubo"
4.6,13,16.5,"Pizza"
4.6,10.5,16.1,"Pizza"
4.6,10.6,16.1,"Pizza"
4.6,11.4,13.1,"Pizza"
4.6,11.4,13.1,"Pizza"
4.6,11.4,13.1,"Pizza"
4.6,6.8,15.6,"Cubo"
4.6,8.4,13.3,"Desco"
4.6,11.1,15.1,"Pizza"
4.6,4.7,7.7,"Cubo"
4.6,10.5,15.7,"Pizza"
4.6,8,11,"Desco"
4.6,8,11,"Desco"
4.6,8,11,"Desco"
4.6,4.7,7.7,"Cubo"
4.6,10.5,15.7,"Pizza"
4.6,4.7,7.7,"Cubo"
4.6,9.2,12,"Desco"
4.6,6.5,7.2,"Cubo"
4.6,4.6,7.6,"Cubo"
4.6,6.8,10.9,"Cubo"
4.6,6.8,10.5,"Cubo"
4.6,6.2,6.2,"Cubo"
4.6,5.6,16.3,"Cubo"
4.6,10.3,14.7,"Pizza"
4.6,4.6,14.3,"Cubo"
4.6,7.8,13.3,"Desco"
4.6,9.5,14.5,"Pizza"
4.6,13,16.5,"Pizza"
4.6,10.6,16.1,"Pizza"
4.6,6.1,13.1,"Cubo"
4.6,6.1,13.1,"Cubo"
4.6,5.7,8.9,"Cubo"
4.6,5.1,5.1,"Cubo"
4.6,4.7,8.5,"Cubo"
4.6,4.6,9.9,"Cubo"
4.6,7.5,13.1,"Desco"
4.7,8,16.1,"Desco"
4.7,6.5,7,"Cubo"
4.7,4.7,5.9,"Cubo"
4.7,8,16.1,"Desco"
4.7,4.7,4.9,"Cubo"
4.7,13.1,14,"Pizza"
4.7,9.3,10,"Desco"
4.7,5.9,7.1,"Cubo"
4.7,7.3,13.1,"Desco"
4.7,6.4,6.5,"Cubo"
4.7,4.7,11,"Cubo"
4.7,4.7,11,"Cubo"
4.7,7.3,13.1,"Desco"
4.7,6.4,6.5,"Cubo"
4.7,4.7,4.9,"Cubo"
4.7,8.6,10.1,"Desco"
4.7,4.7,14.6,"Cubo"
4.7,6.7,6.7,"Cubo"
4.7,9.2,12.1,"Desco"
4.7,6.2,15.4,"Cubo"
4.7,10.6,16.5,"Pizza"
4.7,7.6,15.3,"Desco"
4.7,5.9,9.1,"Cubo"
4.7,8.4,10.2,"Desco"
4.7,10.6,16.5,"Pizza"
4.7,7.6,15.3,"Desco"
4.7,5.9,9.1,"Cubo"
4.7,8.4,10.2,"Desco"
4.7,6.1,11.8,"Cubo"
4.7,5.5,14.3,"Cubo"
4.7,5.1,15,"Cubo"
4.7,5.5,14.4,"Cubo"
4.7,5.2,15.4,"Cubo"
4.7,10.1,17.2,"Pizza"
4.7,6.7,6.7,"Cubo"
4.7,9.2,12.1,"Desco"
4.7,13.1,14,"Pizza"
4.7,16.1,18.1,"Pizza"
4.7,4.7,5.9,"Cubo"
4.7,4.7,6.7,"Cubo"
4.7,9.8,10.2,"Pizza"
4.7,9.1,15,"Desco"
4.7,9.8,13,"Pizza"
4.7,6.1,6.5,"Cubo"
4.8,10.4,15.9,"Pizza"
4.8,6.8,8,"Cubo"
4.8,10.4,15.9,"Pizza"
4.8,4.8,4.9,"Cubo"
4.8,6.2,7.2,"Cubo"
4.8,9.3,12.3,"Desco"
4.8,9.3,12.3,"Desco"
4.8,9.8,14.2,"Desco"
4.8,9.4,11.9,"Desco"
4.8,10.6,16.1,"Pizza"
4.8,5.3,7.7,"Cubo"
4.8,10.6,16.1,"Pizza"
4.8,9.4,11.9,"Desco"
4.8,8,11.6,"Desco"
4.8,6,7.3,"Cubo"
4.8,11,16,"Pizza"
4.8,4.8,4.9,"Cubo"
4.8,5.2,15.5,"Cubo"
4.8,4.8,5,"Cubo"
4.8,9,10.4,"Desco"
4.8,5.3,10,"Cubo"
4.8,9,10.4,"Desco"
4.8,7.8,10.4,"Desco"
4.8,4.8,9.4,"Cubo"
4.8,7.3,8.3,"Desco"
4.8,7.8,10.4,"Desco"
4.8,13.9,16.2,"Pizza"
4.8,5.3,9.4,"Cubo"
4.8,4.9,6.7,"Cubo"
4.8,7.6,12.2,"Desco"
4.8,9.2,12.1,"Desco"
4.8,6.1,6.4,"Cubo"
4.8,4.8,8.5,"Cubo"
4.8,5.4,11.4,"Cubo"
4.9,5,14.5,"Cubo"
4.9,5,14.5,"Cubo"
4.9,5,14.5,"Cubo"
4.9,5.1,5.3,"Cubo"
4.9,7.9,11.1,"Desco"
4.9,6.1,7.6,"Cubo"
4.9,8.5,14,"Desco"
4.9,8.5,14,"Desco"
4.9,8.5,14,"Desco"
4.9,5.4,9.4,"Cubo"
4.9,10.4,16.8,"Pizza"
4.9,10.4,16.8,"Pizza"
4.9,8.3,11.4,"Desco"
4.9,5.7,7.5,"Cubo"
4.9,5,14.5,"Cubo"
4.9,5,14.5,"Cubo"
4.9,5,14.4,"Cubo"
4.9,10,14.5,"Desco"
4.9,5,5.4,"Cubo"
4.9,5.4,15.8,"Cubo"
4.9,5.8,8.7,"Cubo"
4.9,7.9,9.3,"Desco"
4.9,10.4,16.8,"Pizza"
4.9,7.3,8.3,"Cubo"
4.9,7.9,9.3,"Desco"
4.9,5.7,9.8,"Cubo"
4.9,5.7,9.8,"Cubo"
4.9,7.3,14.2,"Cubo"
4.9,4.9,7.2,"Cubo"
4.9,5.9,8.9,"Cubo"
5,8,11.1,"Desco"
5,7.9,11.5,"Desco"
5,5,14.4,"Cubo"
5,8,11.1,"Desco"
5,5,14.4,"Cubo"
5,5,14.5,"Cubo"
5,9.3,9.3,"Desco"
5,8,10.8,"Desco"
5,7,8.6,"Cubo"
5,8.9,9.9,"Desco"
5,7,8.6,"Cubo"
5,8.9,9.9,"Desco"
5,11.3,15.9,"Pizza"
5,7,11.1,"Cubo"
5,7,7.6,"Cubo"
5,7.8,8.9,"Desco"
5,7.8,8.9,"Desco"
5,7,7.7,"Cubo"
5,8.1,11.4,"Desco"
5,6.8,12.3,"Cubo"
5,6.8,12.3,"Cubo"
5,5.7,13.8,"Cubo"
5,8.1,11.4,"Desco"
5,8,11.5,"Desco"
5,5,14.4,"Cubo"
5,5,14.5,"Cubo"
5,5.1,14.6,"Cubo"
5,5,14.4,"Cubo"
5,11.5,14.5,"Pizza"
5,5,14.5,"Cubo"
5,12.2,17.7,"Pizza"
5,5,14.5,"Cubo"
5,5,14.5,"Cubo"
5,5,14.5,"Cubo"
5,5,14.5,"Cubo"
5,6.1,15.5,"Cubo"
5,8,11.1,"Desco"
5,8,11.1,"Desco"
5,5.7,8.7,"Cubo"
5,9.3,9.3,"Desco"
5,9.2,14.4,"Desco"
5,7.9,11.5,"Desco"
5,7.9,11.5,"Desco"
5,6.2,14.3,"Cubo"
5,6.2,14.3,"Cubo"
5,9,10.7,"Desco"
5,5.5,9.9,"Cubo"
5,7.2,11.2,"Cubo"
5,6.6,13.3,"Cubo"
5.1,10.6,34.6,"Pizza"
5.1,5.1,14.6,"Cubo"
5.1,8.3,12.8,"Desco"
5.1,12.4,17.2,"Pizza"
5.1,8.3,12.8,"Desco"
5.1,9.8,13.4,"Desco"
5.1,5.2,8.4,"Cubo"
5.1,5.2,8.4,"Cubo"
5.1,6.9,14.1,"Cubo"
5.1,6.4,10.1,"Cubo"
5.1,5.1,14.6,"Cubo"
5.1,7,9.1,"Cubo"
5.1,5.8,7.5,"Cubo"
5.1,8,10.5,"Desco"
5.1,6.1,6.2,"Cubo"
5.1,7.9,9.1,"Desco"
5.1,6.1,6.2,"Cubo"
5.1,7.9,9.1,"Desco"
5.1,7.2,8,"Cubo"
5.1,7.6,7.8,"Cubo"
5.1,7.6,8,"Cubo"
5.1,11.8,15.7,"Pizza"
5.1,9.4,9.4,"Desco"
5.1,9.1,13,"Desco"
5.1,6.6,7.5,"Cubo"
5.1,7.2,11,"Cubo"
5.1,7.1,11,"Cubo"
5.2,6.3,19.7,"Cubo"
5.2,5.7,16.1,"Cubo"
5.2,5.3,5.4,"Cubo"
5.2,5.6,10.2,"Cubo"
5.2,8.1,8.1,"Desco"
5.2,8,16.6,"Desco"
5.2,8.1,8.1,"Desco"
5.2,8,16.6,"Desco"
5.2,6.9,11.7,"Cubo"
5.2,6.5,10.3,"Cubo"
5.2,6.5,10.3,"Cubo"
5.2,12.9,16.7,"Pizza"
5.2,5.7,16.1,"Cubo"
5.2,5.6,10.2,"Cubo"
5.2,5.6,10.2,"Cubo"
5.2,5.2,6.3,"Cubo"
5.2,7.9,9.9,"Desco"
5.2,7.6,7.8,"Cubo"
5.2,8.1,11.3,"Desco"
5.2,5.7,7.7,"Cubo"
5.2,7.1,11.6,"Cubo"
5.2,5.6,11,"Cubo"
5.2,9.3,11.8,"Desco"
5.2,5.3,8.4,"Cubo"
5.3,5.7,7.8,"Cubo"
5.3,6.4,14.3,"Cubo"
5.3,6.7,13.5,"Cubo"
5.3,6.4,8.8,"Cubo"
5.3,5.3,7.2,"Cubo"
5.3,6.3,8.5,"Cubo"
5.3,6.4,8.8,"Cubo"
5.3,5.3,7.2,"Cubo"
5.3,6.3,8.5,"Cubo"
5.3,6.4,8.8,"Cubo"
5.3,5.3,7.2,"Cubo"
5.3,6.3,8.5,"Cubo"
5.3,6.3,8.5,"Cubo"
5.3,12.3,15.3,"Pizza"
5.3,10.2,12.3,"Desco"
5.3,5.6,9.3,"Cubo"
5.3,5.7,9.3,"Cubo"
5.3,6.4,14.3,"Cubo"
5.3,6.3,11.2,"Cubo"
5.3,6.4,14.3,"Cubo"
5.3,6.3,11.2,"Cubo"
5.3,5.9,7.4,"Cubo"
5.3,13.3,15.7,"Pizza"
5.3,5.3,9.3,"Cubo"
5.3,5.3,9.3,"Cubo"
5.3,6.8,11.6,"Cubo"
5.3,9.3,12.2,"Desco"
5.3,6.8,11.6,"Cubo"
5.3,9.3,12.2,"Desco"
5.3,5.6,9.3,"Cubo"
5.3,5.7,9.3,"Cubo"
5.3,12.2,12.6,"Pizza"
5.3,6.4,9.4,"Cubo"
5.3,6.4,9.4,"Cubo"
5.3,5.8,7.1,"Cubo"
5.3,6.7,14.3,"Cubo"
5.3,5.5,14.6,"Cubo"
5.3,8.5,12.8,"Desco"
5.4,9.1,13.5,"Desco"
5.4,10.5,15.8,"Desco"
5.4,6.5,8.8,"Cubo"
5.4,6.5,9,"Cubo"
5.4,6.5,8.9,"Cubo"
5.4,6.5,8.8,"Cubo"
5.4,8.8,10.8,"Desco"
5.4,8.1,15.7,"Cubo"
5.4,5.7,9.1,"Cubo"
5.4,9.9,13,"Desco"
5.4,6.3,9.3,"Cubo"
5.4,8.7,13.6,"Desco"
5.4,9.9,13,"Desco"
5.4,6.3,9.3,"Cubo"
5.4,8.7,13.6,"Desco"
5.4,5.8,18.1,"Cubo"
5.4,6.5,8.8,"Cubo"
5.4,9.1,13.5,"Desco"
5.4,5.6,14.1,"Cubo"
5.4,6.7,6.8,"Cubo"
5.4,5.7,9.1,"Cubo"
5.4,7.7,14.4,"Cubo"
5.4,5.7,9.1,"Cubo"
5.4,6.8,11.6,"Cubo"
5.4,6.8,11.5,"Cubo"
5.4,8.5,10.1,"Desco"
5.4,6.8,11.6,"Cubo"
5.4,8.3,11.3,"Desco"
5.4,6.8,11.5,"Cubo"
5.4,5.5,9.1,"Cubo"
5.4,10.5,15.8,"Desco"
5.4,8.5,13,"Desco"
5.4,7.8,9.5,"Cubo"
5.4,9,11.8,"Desco"
5.4,8.9,8.9,"Desco"
5.4,7.2,11,"Cubo"
5.4,8.9,8.9,"Desco"
5.4,7.6,8.2,"Cubo"
5.4,8.4,11.5,"Desco"
5.4,7.2,11,"Cubo"
5.5,7.9,11,"Cubo"
5.5,6.3,8.8,"Cubo"
5.5,7.9,11,"Cubo"
5.5,6.3,8.8,"Cubo"
5.5,7.9,11,"Cubo"
5.5,8.9,12,"Desco"
5.5,11.8,15.2,"Pizza"
5.5,10.2,13.5,"Desco"
5.5,6.7,8.3,"Cubo"
5.5,6.3,8.7,"Cubo"
5.5,6.3,8.7,"Cubo"
5.5,9.4,12.2,"Desco"
5.5,7.9,11.8,"Cubo"
5.5,5.5,9.4,"Cubo"
5.5,5.9,7.6,"Cubo"
5.5,9.5,14.3,"Desco"
5.5,7.9,17.7,"Cubo"
5.5,11.1,15.1,"Desco"
5.5,6.8,10.6,"Cubo"
5.5,13.8,17,"Pizza"
5.5,5.9,6.3,"Cubo"
5.5,5.5,10.6,"Cubo"
5.5,6.2,11.4,"Cubo"
5.6,7.4,12.7,"Cubo"
5.6,7.6,15.1,"Cubo"
5.6,5.6,9.8,"Cubo"
5.6,5.6,9.8,"Cubo"
5.6,6.5,8.7,"Cubo"
5.6,9.7,14.3,"Desco"
5.6,6.9,9,"Cubo"
5.6,6.5,9.1,"Cubo"
5.6,6.5,8.7,"Cubo"
5.6,6.9,9,"Cubo"
5.6,7.9,17.8,"Cubo"
5.6,6.8,9,"Cubo"
5.6,6.2,6.4,"Cubo"
5.6,7.2,16.3,"Cubo"
5.6,7.2,16.3,"Cubo"
5.6,6.2,6.4,"Cubo"
5.6,6.3,9.2,"Cubo"
5.6,7.9,17.8,"Cubo"
5.6,7,9,"Cubo"
5.6,8.2,11.5,"Cubo"
5.6,7.9,17.8,"Cubo"
5.6,6.4,15.3,"Cubo"
5.6,6.3,15.2,"Cubo"
5.6,6.1,12.4,"Cubo"
5.6,6.1,6.2,"Cubo"
5.6,8.5,11.2,"Desco"
5.6,8.5,11.2,"Desco"
5.6,7.7,11.7,"Cubo"
5.6,7.2,8.9,"Cubo"
5.6,6.6,7.9,"Cubo"
5.6,5.6,10.5,"Cubo"
5.6,6.6,7.9,"Cubo"
5.6,9.3,12.2,"Desco"
5.6,7.9,12.6,"Cubo"
5.7,5.9,12.2,"Cubo"
5.7,5.9,12.2,"Cubo"
5.7,7.9,9.8,"Cubo"
5.7,5.9,11.3,"Cubo"
5.7,9.5,12.8,"Desco"
5.7,8.7,11.5,"Desco"
5.7,7.2,18,"Cubo"
5.7,6.7,8.5,"Cubo"
5.7,6.8,8.8,"Cubo"
5.7,9.1,13.2,"Desco"
5.7,6.7,8.5,"Cubo"
5.7,6.8,8.8,"Cubo"
5.7,9.1,13.2,"Desco"
5.7,8.6,12.8,"Desco"
5.7,6.8,8.8,"Cubo"
5.7,9.1,13.2,"Desco"
5.7,7.9,9.8,"Cubo"
5.7,5.9,12,"Cubo"
5.7,11.3,14.1,"Desco"
5.7,8.8,13.7,"Desco"
5.7,11.3,14.1,"Desco"
5.7,8.8,13.7,"Desco"
5.7,7.1,10.2,"Cubo"
5.7,5.7,11,"Cubo"
5.7,6.8,8.8,"Cubo"
5.7,7.1,10.2,"Cubo"
5.7,5.9,7.9,"Cubo"
5.7,5.9,12.2,"Cubo"
5.7,7.4,18.6,"Cubo"
5.7,8.2,11.5,"Cubo"
5.7,5.9,12.2,"Cubo"
5.7,7.4,18.6,"Cubo"
5.7,8.2,11.5,"Cubo"
5.7,5.9,12,"Cubo"
5.7,6,12.2,"Cubo"
5.7,5.9,12,"Cubo"
5.7,5.9,12.2,"Cubo"
5.7,12.4,12.4,"Pizza"
5.7,8.7,8.9,"Desco"
5.7,6.5,6.9,"Cubo"
5.7,6.5,7,"Cubo"
5.7,6.7,7.5,"Cubo"
5.7,7.8,10.4,"Cubo"
5.7,9.2,11.5,"Desco"
5.8,7,9.4,"Cubo"
5.8,7.3,8.2,"Cubo"
5.8,7,9.6,"Cubo"
5.8,7,10,"Cubo"
5.8,7,9.4,"Cubo"
5.8,7.1,9.4,"Cubo"
5.8,9.3,14.1,"Desco"
5.8,6.8,8.8,"Cubo"
5.8,6.8,8.8,"Cubo"
5.8,6.8,8.8,"Cubo"
5.8,7.3,8.2,"Cubo"
5.8,6.9,10.1,"Cubo"
5.8,11.6,15.4,"Desco"
5.8,10.8,16.1,"Desco"
5.8,7,9.9,"Cubo"
5.8,7.2,9.8,"Cubo"
5.8,9,10.4,"Desco"
5.8,6.3,8.2,"Cubo"
5.8,9,10.4,"Desco"
5.8,6.4,6.5,"Cubo"
5.8,7.3,8.2,"Cubo"
5.8,10.8,16.1,"Desco"
5.8,10.9,16.1,"Desco"
5.8,7,9.6,"Cubo"
5.8,7,10,"Cubo"
5.8,7,9.6,"Cubo"
5.8,9.2,14.1,"Desco"
5.8,7,10,"Cubo"
5.8,7,9.6,"Cubo"
5.8,9.2,14.1,"Desco"
5.8,7.3,8.2,"Cubo"
5.8,7.3,8.2,"Cubo"
5.8,8.2,17.2,"Cubo"
5.8,6.1,8.8,"Cubo"
5.8,6.5,6.9,"Cubo"
5.8,6.2,8,"Cubo"
5.8,7.8,10.4,"Cubo"
5.8,5.8,12.4,"Cubo"
5.9,9.2,14.7,"Desco"
5.9,7,10.1,"Cubo"
5.9,9.2,15,"Desco"
5.9,9.3,13,"Desco"
5.9,8.5,9.5,"Cubo"
5.9,6.7,9,"Cubo"
5.9,9.3,13,"Desco"
5.9,8.5,9.5,"Cubo"
5.9,6.7,9,"Cubo"
5.9,8.5,9.5,"Cubo"
5.9,9.8,15.7,"Desco"
5.9,9.8,15.7,"Desco"
5.9,5.9,10.6,"Cubo"
5.9,9.8,19.7,"Desco"
5.9,9.9,10.2,"Desco"
5.9,5.9,13.8,"Cubo"
5.9,9.8,19.7,"Desco"
5.9,9.8,19.7,"Desco"
5.9,9.8,12.2,"Desco"
5.9,5.9,11.8,"Cubo"
5.9,8.6,9.6,"Cubo"
5.9,8.3,11.8,"Cubo"
5.9,9.1,11.9,"Desco"
5.9,7.8,11.4,"Cubo"
5.9,5.9,6,"Cubo"
5.9,7.9,7.9,"Cubo"
5.9,9.2,14.7,"Desco"
5.9,7,10.1,"Cubo"
5.9,6.7,7.9,"Cubo"
5.9,7,9.4,"Cubo"
5.9,8.3,8.7,"Cubo"
5.9,7,9.5,"Cubo"
5.9,8.7,9.1,"Cubo"
5.9,9.1,9.1,"Desco"
5.9,7,9.5,"Cubo"
5.9,9.2,14.7,"Desco"
5.9,9.4,13.8,"Desco"
5.9,9.4,12.7,"Desco"
5.9,9.4,12.7,"Desco"
5.9,5.9,6.6,"Cubo"
5.9,7.2,7.2,"Cubo"
5.9,9.1,15.4,"Desco"
5.9,9.3,15.5,"Desco"
5.9,11,15.4,"Desco"
5.9,6.5,6.8,"Cubo"
6,7,9.3,"Cubo"
6,9.2,12.2,"Desco"
6,8.6,9.4,"Cubo"
6,8.6,9.4,"Cubo"
6,8.6,9.3,"Cubo"
6,8.3,11.8,"Cubo"
6,8.5,9.7,"Cubo"
6,6.3,7.5,"Cubo"
6,6.7,8.7,"Cubo"
6,7.7,14.4,"Cubo"
6,8.9,11.2,"Cubo"
6,7.3,10.4,"Cubo"
6,7.3,10.4,"Cubo"
6,7.6,10.7,"Cubo"
6,8.9,11.2,"Cubo"
6,6.6,6.6,"Cubo"
6,6.1,12.2,"Cubo"
6,6,7.3,"Cubo"
6.1,6.7,15.4,"Cubo"
6.1,6.7,15.4,"Cubo"
6.1,6.3,6.5,"Cubo"
6.1,6.4,6.5,"Cubo"
6.1,6.2,7.6,"Cubo"
6.1,11.6,12.3,"Desco"
6.1,8.9,14.9,"Cubo"
6.1,9.7,12,"Desco"
6.1,9,9.3,"Cubo"
6.1,6.3,6.7,"Cubo"
6.1,8.9,14.9,"Cubo"
6.1,9.7,12,"Desco"
6.1,9,9.3,"Cubo"
6.1,8.9,14.9,"Cubo"
6.1,9.7,12,"Desco"
6.1,9,9.3,"Cubo"
6.1,11.6,12.3,"Desco"
6.1,6.3,6.7,"Cubo"
6.1,6.2,7.6,"Cubo"
6.1,7.6,12.3,"Cubo"
6.1,7.5,12.6,"Cubo"
6.1,8.7,10.5,"Cubo"
6.1,8.7,12.1,"Cubo"
6.1,7.2,10.2,"Cubo"
6.1,8.7,12.1,"Cubo"
6.1,7.2,10.2,"Cubo"
6.1,7.4,12.4,"Cubo"
6.1,13.4,16.1,"Pizza"
6.1,8.5,9.6,"Cubo"
6.1,8.5,12.2,"Cubo"
6.1,8.7,9.5,"Cubo"
6.1,8.5,9.4,"Cubo"
6.1,8.2,11.8,"Cubo"
6.1,8.5,9.6,"Cubo"
6.1,8.7,9.5,"Cubo"
6.1,8.2,11.8,"Cubo"
6.1,8.6,11.9,"Cubo"
6.1,8.5,9.4,"Cubo"
6.1,8.7,9,"Cubo"
6.1,8.2,8.9,"Cubo"
6.1,8.5,12.2,"Cubo"
6.1,8.2,11.8,"Cubo"
6.1,8.2,11.8,"Cubo"
6.1,8.2,11.8,"Cubo"
6.1,6.7,15.4,"Cubo"
6.1,6.2,17.9,"Cubo"
6.1,6.1,18,"Cubo"
6.1,6.4,8,"Cubo"
6.1,8.7,10.5,"Cubo"
6.1,8.7,10.5,"Cubo"
6.1,6.7,8.8,"Cubo"
6.1,9.8,12.4,"Desco"
6.1,9.3,14.2,"Desco"
6.1,7.9,8.3,"Cubo"
