"Length","Width","Height","etiqueta"
8.3,12.6,12.6,"Cubo"
8.3,8.3,20.1,"Estaca"
8.3,9.9,14.6,"Leche"
8.3,8.3,20.1,"Estaca"
8.3,9.9,14.6,"Leche"
8.3,9.1,14.1,"Leche"
8.3,11,12.6,"Cubo"
8.3,12.6,16.9,"Desco"
8.3,15.2,18.7,"Desco"
8.4,9.9,10.9,"Cubo"
8.4,9.5,11.9,"Cubo"
8.4,9.5,11.4,"Cubo"
8.4,9.5,11.4,"Cubo"
8.4,9.6,12,"Cubo"
8.4,10.2,13.9,"Cubo"
8.4,9.6,11.9,"Cubo"
8.4,9.6,11.9,"Cubo"
8.4,9.7,13.6,"Leche"
8.4,9.7,13.6,"Leche"
8.5,9.8,15,"Leche"
8.5,10.8,11.2,"Cubo"
8.5,10.8,11.2,"Cubo"
8.5,10.8,11.2,"Cubo"
8.5,10.2,11.1,"Cubo"
8.5,8.5,15.5,"Leche"
8.5,13.4,16.7,"Desco"
8.5,9,9.3,"Cubo"
8.5,9,9.3,"Cubo"
8.5,12.5,16.1,"Desco"
8.5,8.9,12.6,"Leche"
8.5,8.9,12.6,"Leche"
8.5,9,12.4,"Leche"
8.5,8.9,12.4,"Leche"
8.5,9.4,11.8,"Cubo"
8.5,10.5,19.7,"Leche"
8.5,10.6,16.5,"Leche"
8.5,9.8,15,"Leche"
8.5,10.5,19.7,"Leche"
8.5,10.6,16.5,"Leche"
8.5,11.1,15.3,"Cubo"
8.6,8.7,15.7,"Leche"
8.6,10.7,16.5,"Leche"
8.6,10,11,"Cubo"
8.6,10,11,"Cubo"
8.6,8.7,15.7,"Leche"
8.6,9.2,12.1,"Cubo"
8.6,9.2,12.1,"Cubo"
8.6,9.4,12,"Cubo"
8.6,9.6,15.5,"Leche"
8.6,9.6,15.5,"Leche"
8.6,10.2,11.7,"Cubo"
8.6,12.4,16.5,"Desco"
8.6,12.4,16.5,"Desco"
8.7,10,15.9,"Leche"
8.7,9.4,10.4,"Cubo"
8.7,9.8,15.8,"Leche"
8.7,8.9,14.2,"Leche"
8.7,10.1,13.8,"Cubo"
8.7,10.1,13.8,"Cubo"
8.7,9.2,11.9,"Cubo"
8.7,13.2,14.7,"Desco"
8.7,9.9,14.9,"Leche"
8.7,9.8,15,"Leche"
8.7,10.4,15.6,"Leche"
8.7,9.1,14.6,"Leche"
8.7,10,15.8,"Leche"
8.7,9.1,14.6,"Leche"
8.7,10.4,15.4,"Leche"
8.7,10,15.9,"Leche"
8.7,9.9,15,"Leche"
8.7,10.6,15.4,"Leche"
8.7,9.9,16.2,"Leche"
8.7,11.9,12.8,"Cubo"
8.7,9.9,14.9,"Leche"
8.7,9.8,15,"Leche"
8.7,10.4,15.6,"Leche"
8.7,9.1,14.6,"Leche"
8.7,10,15.8,"Leche"
8.7,9.1,14.6,"Leche"
8.7,10.4,15.4,"Leche"
8.7,10,15.9,"Leche"
8.7,9.9,15,"Leche"
8.7,10.6,15.4,"Leche"
8.7,9.9,16.2,"Leche"
8.7,11.9,15.5,"Cubo"
8.7,15.4,20.1,"Desco"
8.8,14,18.1,"Desco"
8.8,10.9,18,"Leche"
8.8,10.9,18,"Leche"
8.8,9.8,16.2,"Leche"
8.8,9.8,16.2,"Leche"
8.8,11.3,17.1,"Leche"
8.9,10,11.9,"Cubo"
8.9,11.2,16.1,"Leche"
8.9,10.5,15.8,"Leche"
8.9,10.2,13.4,"Cubo"
8.9,9.6,16.8,"Leche"
8.9,9.9,16.1,"Leche"
8.9,10,11.9,"Cubo"
8.9,10,12,"Cubo"
8.9,9.6,16.8,"Leche"
8.9,9.9,16.1,"Leche"
8.9,10.7,12.4,"Cubo"
8.9,11.8,15.9,"Cubo"
8.9,10.5,15.9,"Leche"
9,10.4,15.5,"Leche"
9,10.4,13.5,"Cubo"
9,10.4,13.5,"Cubo"
9,10.4,15,"Leche"
9,9.7,12.8,"Cubo"
9,11.3,11.3,"Cubo"
9,9.8,11.4,"Cubo"
9,10.4,15,"Leche"
9,9.7,12.8,"Cubo"
9.1,12.6,13.8,"Cubo"
9.1,9.9,12.8,"Cubo"
9.1,10.2,14,"Cubo"
9.1,9.4,9.6,"Cubo"
9.1,9.8,12.2,"Cubo"
9.1,10.3,13.9,"Cubo"
9.1,9.1,13.5,"Leche"
9.1,9.1,13.5,"Leche"
9.1,10.9,15,"Cubo"
9.1,15.4,23.6,"Desco"
9.1,12.6,19.3,"Leche"
9.1,69.3,98.4,"Tabla"
9.2,10.4,13.6,"Cubo"
9.2,9.3,13.6,"Leche"
9.2,10.4,13.6,"Cubo"
9.2,10.4,13.6,"Cubo"
9.2,10.4,13.6,"Cubo"
9.3,10.8,15.9,"Leche"
9.3,10.8,12.2,"Cubo"
9.3,10.8,12.2,"Cubo"
9.3,9.4,10.2,"Cubo"
9.4,9.4,15,"Leche"
9.4,11.4,12.8,"Cubo"
9.4,9.4,12,"Cubo"
9.4,11,18.9,"Leche"
9.4,11,18.9,"Leche"
9.4,9.4,11.8,"Cubo"
9.4,11.8,15.4,"Cubo"
9.4,11.2,15.5,"Cubo"
9.4,11.2,15.5,"Cubo"
9.4,11.9,15.6,"Cubo"
9.4,11.9,15.6,"Cubo"
9.4,9.4,11.8,"Cubo"
9.4,11.8,15.4,"Cubo"
9.4,10.6,18.9,"Leche"
9.4,9.4,9.5,"Cubo"
9.4,10.7,15.2,"Leche"
9.4,9.6,15.1,"Leche"
9.5,13.2,16.2,"Cubo"
9.5,10.6,13,"Cubo"
9.5,10.4,13.3,"Cubo"
9.6,11.3,15.2,"Cubo"
9.6,9.7,12.8,"Cubo"
9.6,9.9,12.4,"Cubo"
9.6,9.7,12.8,"Cubo"
9.6,9.7,12.8,"Cubo"
9.6,11.5,15.4,"Cubo"
9.7,10.8,12.8,"Cubo"
9.7,10.4,12.8,"Cubo"
9.7,10.6,12.8,"Cubo"
9.7,10.7,13.1,"Cubo"
9.8,9.8,12.2,"Cubo"
9.8,9.8,12.2,"Cubo"
9.8,9.8,12.6,"Cubo"
9.8,11.8,13.8,"Cubo"
9.8,10.8,11.9,"Cubo"
9.8,11.8,15,"Cubo"
9.9,10.9,12.5,"Cubo"
9.9,9.9,12.4,"Cubo"
9.9,10.1,13.5,"Cubo"
9.9,10.1,13.5,"Cubo"
10,10,13.8,"Leche"
10,10,13.8,"Leche"
10,10,13.8,"Leche"
10,10.3,13.4,"Cubo"
10,13.5,13.8,"Cubo"
10,10.3,13.4,"Cubo"
10,13.5,13.8,"Cubo"
10.1,10.3,13.3,"Cubo"
10.1,10.3,13.3,"Cubo"
10.2,13.3,14.1,"Cubo"
10.2,11.5,12.1,"Cubo"
10.2,11.5,12.1,"Cubo"
10.2,11.4,15.4,"Cubo"
10.3,12.1,13.7,"Cubo"
10.3,12.1,13.7,"Cubo"
10.4,12.4,13.5,"Cubo"
10.4,12.4,13.5,"Cubo"
10.6,12.2,15.7,"Cubo"
10.6,12,13.9,"Cubo"
10.6,12,13.9,"Cubo"
10.6,13,15.7,"Cubo"
10.6,11.4,15.4,"Cubo"
10.7,11.1,15.2,"Leche"
10.7,11.1,13.7,"Cubo"
10.7,11.1,13.7,"Cubo"
11,12.8,15,"Cubo"
11,11.2,16.1,"Leche"
11,13.4,15,"Cubo"
11.2,13.1,18.1,"Cubo"
11.2,13.1,18.1,"Cubo"
11.5,13.8,22.3,"Leche"
11.8,11.8,11.8,"Cubo"
11.8,11.8,11.8,"Cubo"
11.8,11.8,11.8,"Cubo"
12,15,19,"Cubo"
12,15,18,"Cubo"
12.4,17.3,21.7,"Cubo"
12.5,12.5,17.5,"Leche"
12.5,13,18.5,"Leche"
12.7,18.1,18.6,"Cubo"
12.7,18.1,18.6,"Cubo"
12.8,15.3,18.3,"Cubo"
13,13.5,21.8,"Leche"
13.8,19.7,27.6,"Desco"
27.6,28,46.1,"Leche"
